name,poi_id,osm_way_id,waterway,barrier,area,centroid,geometry
 Coyote Tank,51,68713915,water,,9.356841500025156e-08,POINT (-111.1630333 33.6455954),"POLYGON ((-111.1631798 33.6454186, -111.1632445 33.6454456, -111.1632446 33.6454817, -111.1632339 33.6455448, -111.1632017 33.645608, -111.1631479 33.6456622, -111.1630725 33.6457074, -111.1629647 33.6457436, -111.1628786 33.6458069, -111.1628462 33.6457979, -111.1628245 33.6457348, -111.1628459 33.6456356, -111.1628997 33.6455633, -111.162975 33.645473, -111.1630612 33.6454368, -111.1631798 33.6454186))"
 Trick Tank,52,68769030,water,,5.751433500051324e-08,POINT (-111.135725 33.7599602),"POLYGON ((-111.1358066 33.7600623, -111.1356878 33.7600895, -111.1355689 33.7600175, -111.1356011 33.7598912, -111.1356874 33.759837, -111.1357954 33.7598368, -111.1358603 33.7599089, -111.135882 33.7599901, -111.1358066 33.7600623))"
,53,68769446,water,,1.0675300500195086e-07,POINT (-111.2096074 33.6760155),"POLYGON ((-111.2098307 33.6758794, -111.2098095 33.6760328, -111.209745 33.6761051, -111.2096156 33.6761684, -111.2094539 33.6762138, -111.2094102 33.6759793, -111.2093777 33.6759072, -111.2094424 33.6759252, -111.2095395 33.6758889, -111.2096581 33.6758617, -111.2097336 33.6758615, -111.2098307 33.6758794))"
,54,68769852,water,,1.269997199998008e-07,POINT (-111.1444963 33.770721),"POLYGON ((-111.1445287 33.771029, -111.1443881 33.7708668, -111.1443447 33.7707947, -111.1443337 33.7706774, -111.1443551 33.7705511, -111.144409 33.7704789, -111.1445494 33.7704968, -111.1446575 33.7705237, -111.1446469 33.770641, -111.144604 33.7708395, -111.1445934 33.7709297, -111.1446043 33.7710199, -111.1445287 33.771029))"
,55,68770332,water,,2.790172499946476e-08,POINT (-111.2837648 33.796311),"POLYGON ((-111.2837034 33.7961856, -111.2838549 33.7962935, -111.283866 33.7963746, -111.2838229 33.7964108, -111.2837581 33.7964109, -111.2836931 33.796348, -111.2836711 33.7962217, -111.2837034 33.7961856))"
,56,68772357,water,,4.3791090000500286e-08,POINT (-111.17581 33.7793218),"POLYGON ((-111.1758982 33.7794303, -111.1757901 33.7794215, -111.1756712 33.7793495, -111.1756818 33.7792593, -111.1757573 33.7792141, -111.1758762 33.7792319, -111.1759411 33.779304, -111.1759412 33.7793581, -111.1758982 33.7794303))"
,57,68773140,water,,5.1360464999086155e-08,POINT (-111.1946774 33.7957242),"POLYGON ((-111.1948477 33.7956997, -111.1946752 33.7958624, -111.1946104 33.7958625, -111.1945563 33.7958175, -111.1945561 33.7957453, -111.1945883 33.7956551, -111.1946637 33.7955647, -111.1948477 33.7956997))"
 Mills Ridge Tank,58,68774039,water,,1.3273318499997018e-07,POINT (-111.209385 33.6857791),"POLYGON ((-111.2097898 33.6856837, -111.2097899 33.6857108, -111.2097792 33.6857378, -111.2097253 33.685774, -111.2096499 33.6858102, -111.2095313 33.6858465, -111.209348 33.6858919, -111.209197 33.6859372, -111.2090892 33.6859555, -111.2090888 33.6857931, -111.2091101 33.6856758, -111.2091856 33.6856757, -111.2092827 33.6856846, -111.2093691 33.6856934, -111.2094661 33.6856752, -111.2095308 33.6856571, -111.2095955 33.685657, -111.2097358 33.6856657, -111.2097898 33.6856837))"
,59,68774273,water,,7.678602000184233e-08,POINT (-111.2828133 33.7970469),"POLYGON ((-111.2829937 33.7971974, -111.2828208 33.7971888, -111.2826693 33.7970899, -111.2826256 33.7969547, -111.2826902 33.7968914, -111.2827766 33.7968912, -111.2829065 33.7969631, -111.2829825 33.7970711, -111.2829935 33.7971433, -111.2829937 33.7971974))"
,60,68776778,water,,1.6385554999795838e-07,POINT (-111.1615078 33.7568971),"POLYGON ((-111.1614585 33.7571452, -111.1612854 33.7570192, -111.1612637 33.756929, -111.1613174 33.7567937, -111.1614036 33.7567034, -111.1615547 33.7566671, -111.1616736 33.756703, -111.1617385 33.7567751, -111.1617387 33.7568923, -111.1616742 33.7570187, -111.161588 33.757109, -111.1614585 33.7571452))"
,61,68778808,water,,5.226099999900884e-08,POINT (-111.148996 33.7768016),"POLYGON ((-111.1488913 33.7768864, -111.1488263 33.7767511, -111.1489126 33.7767059, -111.1490422 33.7766968, -111.1491503 33.7767598, -111.1491504 33.77685, -111.1490749 33.7768952, -111.1489561 33.7769133, -111.1488913 33.7768864))"
 Twin Butte Tank,62,68779008,water,,9.508214500014659e-08,POINT (-111.2270491 33.7817523),"POLYGON ((-111.2271329 33.7815925, -111.2272088 33.7816825, -111.2272091 33.7818178, -111.2271662 33.7819081, -111.2270906 33.7819353, -111.2269705 33.7819021, -111.2269285 33.7818905, -111.2268742 33.7817733, -111.226917 33.7816199, -111.227014 33.7815656, -111.2271329 33.7815925))"
,63,68779218,water,,4.783804500119326e-08,POINT (-111.1424008 33.7707251),"POLYGON ((-111.1424548 33.770842, -111.1423468 33.7708331, -111.1422711 33.77077, -111.1422602 33.7707249, -111.1423033 33.7706527, -111.1423896 33.7705895, -111.1424977 33.7706525, -111.142541 33.7707066, -111.1425195 33.7707788, -111.1424548 33.770842))"
 Theodore Roosevelt Dam,64,124983251,dam,,1.5482142649978844e-06,POINT (-111.1618147 33.6713802),"POLYGON ((-111.163629 33.6721153, -111.1633374 33.6721014, -111.1632933 33.6720993, -111.1624019 33.6720736, -111.1619852 33.6720318, -111.161661 33.6719355, -111.16136 33.6717685, -111.1611555 33.6715919, -111.1610012 33.6713799, -111.1609201 33.6711969, -111.1608623 33.6708308, -111.1609008 33.6704582, -111.1609857 33.6701917, -111.1610513 33.6698866, -111.1611324 33.6698994, -111.1610976 33.6700793, -111.161333 33.6701853, -111.1612674 33.6704839, -111.161661 33.6705128, -111.1615723 33.6707601, -111.1613407 33.6706606, -111.1612327 33.6706573, -111.1612944 33.6709496, -111.1614372 33.6712097, -111.161661 33.6713703, -111.1619659 33.6715533, -111.1621279 33.6715951, -111.1622321 33.67173, -111.1624598 33.6718391, -111.1624521 33.6717589, -111.1624251 33.6715822, -111.1626489 33.6715822, -111.1627338 33.6718231, -111.1630733 33.6717974, -111.1632277 33.6718231, -111.1634091 33.6718199, -111.1636136 33.6719259, -111.163629 33.6721153))"
,65,320534797,pier,,2.626967999978161e-07,POINT (-111.1387255 33.6746911),"POLYGON ((-111.1390635 33.6744141, -111.1391961 33.6746925, -111.1383907 33.6749691, -111.1382549 33.674688, -111.1390635 33.6744141))"
,66,320534798,pier,,9.111187499904325e-08,POINT (-111.1384658 33.6735716),"POLYGON ((-111.1386799 33.6736502, -111.1383724 33.6737501, -111.1382518 33.673493, -111.1385591 33.673393, -111.1386799 33.6736502))"
,67,320534799,pier,,1.0612824499913886e-07,POINT (-111.1379867 33.6737358),"POLYGON ((-111.1382285 33.6738013, -111.137869 33.6739234, -111.1378068 33.6737965, -111.1377449 33.6736703, -111.1381046 33.6735483, -111.1382285 33.6738013))"
,68,320534800,pier,,3.447383499999789e-08,POINT (-111.1374533 33.6723374),"POLYGON ((-111.1373665 33.6724392, -111.1373126 33.6723067, -111.1375254 33.6722369, -111.1375366 33.6722332, -111.1375939 33.6723714, -111.1373665 33.6724392))"
,69,320534801,pier,,8.582407000172832e-08,POINT (-111.1377693 33.6726404),"POLYGON ((-111.1380046 33.6726728, -111.1376349 33.6728043, -111.1375341 33.672608, -111.1379037 33.6724765, -111.1380046 33.6726728))"
,70,320534802,pier,,2.408286199976124e-07,POINT (-111.1379518 33.6731478),"POLYGON ((-111.1384207 33.6731359, -111.137612 33.6734138, -111.1375477 33.6732855, -111.1374849 33.6731599, -111.1382873 33.6728818, -111.1384207 33.6731359))"
,71,320534803,pier,,8.285406999933448e-08,POINT (-111.1368659 33.6720616),"POLYGON ((-111.1370592 33.6721633, -111.1369315 33.6722055, -111.136809 33.6722459, -111.1366726 33.6719598, -111.1369228 33.6718772, -111.1370592 33.6721633))"
,72,320534805,pier,,2.397638100016552e-07,POINT (-111.138466 33.6741683),"POLYGON ((-111.13893 33.6741561, -111.1381212 33.6744366, -111.1380057 33.6741789, -111.1388063 33.6739009, -111.1388682 33.6740286, -111.13893 33.6741561))"
,73,320537125,pier,,2.135095500120711e-08,POINT (-111.1379424 33.6721208),"POLYGON ((-111.1380359 33.6721784, -111.1379068 33.672213, -111.1378768 33.6721355, -111.1378489 33.6720631, -111.137978 33.6720286, -111.1380359 33.6721784))"
,74,366090867,reservoir,,5.783562695003705e-06,POINT (-111.1481787 33.6969209),"POLYGON ((-111.1476535 33.6956267, -111.1470527 33.6958766, -111.1466021 33.6961444, -111.1463017 33.6966978, -111.1461515 33.6971084, -111.1457223 33.6976083, -111.1456579 33.6980903, -111.14613 33.6982153, -111.1464425 33.6980334, -111.1465136 33.6977846, -111.1466665 33.6976976, -111.1468381 33.6975726, -111.1469642 33.6975503, -111.146924 33.6974398, -111.1468153 33.6972078, -111.146763 33.6971174, -111.1467899 33.697066, -111.1468878 33.6970036, -111.1469763 33.6970337, -111.1470916 33.697104, -111.1472586 33.6971731, -111.1474818 33.697287, -111.1481256 33.6975905, -111.1487049 33.697769, -111.1495418 33.6976619, -111.1500997 33.6974655, -111.1504645 33.6975905, -111.1504215 33.6970727, -111.1501211 33.6968942, -111.1504645 33.69668, -111.1505503 33.6963586, -111.1503786 33.696073, -111.1501211 33.6956981, -111.149692 33.6957516, -111.1493916 33.6960551, -111.1493701 33.6965015, -111.1493272 33.6967692, -111.1488981 33.6969835, -111.1486406 33.6970549, -111.1482972 33.6969835, -111.1480183 33.6966264, -111.1477393 33.6962694, -111.1476535 33.6956267))"
,75,366094062,reservoir,,8.631945899974417e-07,POINT (-111.0877438 33.6881001),"POLYGON ((-111.0878939 33.6888424, -111.0880656 33.6888959, -111.0881085 33.6884496, -111.0881299 33.6878783, -111.0877437 33.6874497, -111.0874647 33.6872891, -111.0873145 33.687914, -111.0875291 33.6885924, -111.0878939 33.6888424))"
,76,366094065,reservoir,,0.00012930619043998302,POINT (-111.1415013 33.6873291),"POLYGON ((-111.1447353 33.6880747, -111.1449069 33.6880925, -111.1453575 33.6880925, -111.1455936 33.6879497, -111.1458511 33.6878604, -111.145894 33.6881996, -111.1463875 33.6882532, -111.1467952 33.6882532, -111.1469669 33.6884853, -111.1475248 33.6887353, -111.1485333 33.6892173, -111.1491341 33.6893244, -111.149456 33.6892352, -111.1489839 33.688521, -111.1484689 33.6880389, -111.1482329 33.687664, -111.1487693 33.6876461, -111.1489839 33.687789, -111.1495203 33.6880032, -111.1499066 33.6879854, -111.1500568 33.6876461, -111.1503572 33.6878247, -111.1507649 33.6884317, -111.1513228 33.6884317, -111.1513442 33.6876997, -111.1512369 33.6872176, -111.1517305 33.6873069, -111.1525244 33.6877533, -111.1531252 33.6878783, -111.1533398 33.687539, -111.1538548 33.6870748, -111.1533398 33.6867891, -111.1529321 33.6867356, -111.1523957 33.6862714, -111.1519236 33.6859678, -111.1515159 33.6856643, -111.150722 33.6855393, -111.1504859 33.6858071, -111.1501211 33.6852179, -111.1495632 33.6846109, -111.1492199 33.6842359, -111.1489624 33.6842538, -111.1491341 33.6850394, -111.1484045 33.684468, -111.1478252 33.6840216, -111.1473102 33.6840216, -111.1470312 33.6838788, -111.1469239 33.6834681, -111.1465377 33.6834503, -111.1458511 33.6838074, -111.1454219 33.6844859, -111.1455936 33.6850037, -111.1457652 33.685575, -111.1453146 33.6853608, -111.144864 33.6851822, -111.1441344 33.6853608, -111.1436195 33.6854322, -111.143598 33.6851644, -111.1436838 33.6850572, -111.1440701 33.6850215, -111.1440057 33.6841823, -111.143877 33.6837002, -111.1435336 33.6835574, -111.1429757 33.6832896, -111.1421389 33.6830575, -111.1419672 33.6832717, -111.1417741 33.6830217, -111.1415166 33.6827539, -111.1412162 33.6825039, -111.140551 33.6823968, -111.140036 33.6823432, -111.1396713 33.6827003, -111.1396713 33.683361, -111.1398215 33.6838074, -111.1396283 33.6840573, -111.1393923 33.6847001, -111.1389417 33.6852358, -111.1385984 33.6857, -111.1381692 33.6855572, -111.1377401 33.68595, -111.1371607 33.6867534, -111.1368818 33.6873962, -111.1371392 33.6883425, -111.1373967 33.6890566, -111.1373967 33.6896458, -111.1371392 33.6900029, -111.1366243 33.6898958, -111.1362809 33.6894851, -111.1361737 33.688271, -111.1357874 33.6873426, -111.1355514 33.6867356, -111.1357874 33.6857, -111.1360664 33.684843, -111.1360234 33.6838252, -111.1358518 33.6830932, -111.1354441 33.6831467, -111.1351651 33.6830039, -111.1355514 33.6828075, -111.1358303 33.6823611, -111.1357874 33.681879, -111.135487 33.6809862, -111.1344141 33.6801648, -111.1335344 33.6793435, -111.1330408 33.6790756, -111.1321182 33.6792006, -111.1313671 33.6795042, -111.1310453 33.6796649, -111.131174 33.680022, -111.1314959 33.6802363, -111.1314101 33.6807362, -111.1316246 33.6810933, -111.1315388 33.6813969, -111.1317963 33.6819147, -111.1321396 33.682129, -111.1318607 33.6827718, -111.1320323 33.6832539, -111.1323113 33.6835753, -111.1328263 33.6840395, -111.1333412 33.6840395, -111.1335129 33.6845573, -111.1338777 33.6848251, -111.1341995 33.6847537, -111.1344141 33.6853965, -111.1346931 33.6860571, -111.1350364 33.6863785, -111.1348433 33.6869498, -111.1346502 33.6874676, -111.1350364 33.6878783, -111.1350149 33.6884674, -111.1352724 33.6890388, -111.135723 33.6899493, -111.1359805 33.6905921, -111.1360664 33.6911812, -111.1363668 33.6912348, -111.137032 33.6909491, -111.1372895 33.690717, -111.1378688 33.6908599, -111.1379332 33.691092, -111.1376328 33.6911634, -111.1377186 33.6916633, -111.1378474 33.692306, -111.1379117 33.6928416, -111.1381907 33.6932701, -111.139049 33.6934843, -111.1397785 33.6935557, -111.1401433 33.6934308, -111.1404223 33.6934665, -111.1410016 33.6938235, -111.1412806 33.6940556, -111.1420316 33.6942877, -111.1427397 33.6944127, -111.143083 33.6948233, -111.1435551 33.6948769, -111.1434263 33.6944662, -111.1427612 33.6941092, -111.1426968 33.6936629, -111.1427397 33.6933415, -111.1427612 33.6930023, -111.1429757 33.6931808, -111.1431045 33.69352, -111.1433405 33.6935557, -111.1433405 33.6932165, -111.143362 33.6928952, -111.1435122 33.692556, -111.143598 33.6928773, -111.1438126 33.6933951, -111.1439628 33.6937343, -111.1443919 33.6938414, -111.1448211 33.6935736, -111.144864 33.6933058, -111.1451215 33.6936807, -111.1454005 33.6939485, -111.1459154 33.69377, -111.1461729 33.6933951, -111.14613 33.6931808, -111.1463017 33.6929309, -111.1467523 33.6928773, -111.146881 33.6925738, -111.1466879 33.6922167, -111.1463875 33.6918597, -111.1458296 33.6915205, -111.1455936 33.6912705, -111.145379 33.6905564, -111.1453361 33.6901814, -111.145379 33.6897708, -111.145379 33.6894316, -111.1450571 33.6895387, -111.1445421 33.6897351, -111.1446709 33.6894316, -111.1449069 33.6888781, -111.1447782 33.6885032, -111.1443061 33.6880747, -111.1447353 33.6880747))"
 Theodore Roosevelt Lake,77,424233253,wetland,,0.00024294760798496587,POINT (-110.97323 33.6442022),"POLYGON ((-110.9974254 33.6421071, -110.9976618 33.6413068, -110.9978549 33.6411371, -110.9976082 33.6406101, -110.9966855 33.639574, -110.9958057 33.6387433, -110.9944324 33.6385646, -110.9927373 33.6381895, -110.9908168 33.6381627, -110.9897868 33.6380644, -110.9873943 33.6384753, -110.9852485 33.6388683, -110.9841435 33.6395829, -110.9824269 33.6410924, -110.9817617 33.641414, -110.9798519 33.6417623, -110.9791653 33.6420392, -110.9786825 33.6427627, -110.9783928 33.6437005, -110.9778564 33.6440221, -110.977395 33.6446741, -110.9766441 33.6447098, -110.9757538 33.6451338, -110.9755068 33.6448259, -110.9749381 33.6449956, -110.9743695 33.6451921, -110.9737794 33.6453976, -110.9732752 33.6451475, -110.9722666 33.6447634, -110.9711616 33.644424, -110.9702925 33.6434504, -110.9702604 33.6429413, -110.9700243 33.6429324, -110.9698634 33.6434862, -110.9694771 33.6430217, -110.9684579 33.6419231, -110.9677498 33.64128, -110.9672777 33.6409495, -110.9674816 33.6401814, -110.9675889 33.6393953, -110.9675781 33.6375285, -110.9679751 33.6364834, -110.9659044 33.6347773, -110.9635656 33.6368139, -110.9603791 33.6391899, -110.9582333 33.6404583, -110.9580724 33.6427895, -110.9594564 33.6442364, -110.9605722 33.6455762, -110.9618168 33.6471928, -110.9629454 33.6482962, -110.964866 33.648786, -110.965095 33.648164, -110.9674206 33.6496771, -110.9695325 33.6508168, -110.9735552 33.6515239, -110.9761394 33.6527424, -110.9803254 33.6510085, -110.9816051 33.6469521, -110.9824764 33.6439149, -110.9874896 33.6409424, -110.9957741 33.6409401, -110.9974254 33.6421071))"
 Theodore Roosevelt Lake,78,450003121,wetland,,0.0001815872122500201,POINT (-111.254555 33.7742833),"POLYGON ((-111.2621907 33.7809615, -111.2602595 33.7818533, -111.2567404 33.7832087, -111.2545303 33.7837437, -111.2526635 33.7837437, -111.2525562 33.7812826, -111.2522129 33.7802303, -111.2509254 33.7795704, -111.2500886 33.7789997, -111.2499598 33.7776798, -111.2494877 33.7755039, -111.2485651 33.7737738, -111.2466544 33.7696222, -111.253907 33.7637, -111.2555388 33.7643021, -111.2567619 33.7658897, -111.2575773 33.7685475, -111.2583927 33.7710269, -111.259487 33.7739343, -111.2602595 33.7754504, -111.261032 33.7765562, -111.2618044 33.777876, -111.2623409 33.779071, -111.2621478 33.7802303, -111.2621907 33.7809615))"
,79,451457387,reservoir,,6.69629848499908e-06,POINT (-111.2039684 33.7512371),"POLYGON ((-111.2053643 33.7530411, -111.2057192 33.7528547, -111.2057192 33.752482, -111.205794 33.7521403, -111.2058687 33.7519384, -111.2058687 33.7517364, -111.2058126 33.7515811, -111.2056445 33.7515345, -111.2053719 33.7514417, -111.2051595 33.7512298, -111.2049826 33.7510003, -111.2046711 33.7507648, -111.2041898 33.7504588, -111.2039987 33.7503293, -111.20385 33.7501763, -111.2037155 33.7499762, -111.2035881 33.749882, -111.2032908 33.7497643, -111.2030431 33.7495583, -111.2028237 33.74937, -111.2024343 33.7493641, -111.202314 33.7494465, -111.202222 33.7496643, -111.2020804 33.7500409, -111.2020804 33.7502587, -111.20213 33.7504235, -111.2022432 33.7506236, -111.202406 33.7508119, -111.2025334 33.7510532, -111.2027316 33.7511768, -111.2028591 33.7513181, -111.2029935 33.7514181, -111.2030006 33.7515947, -111.2030431 33.7517006, -111.2032307 33.7518374, -111.2034607 33.7518683, -111.2037226 33.7520361, -111.2039137 33.7523362, -111.2043172 33.7524892, -111.2046074 33.7526658, -111.2047065 33.7528247, -111.2048198 33.7529718, -111.2050392 33.7530542, -111.2051383 33.7530425, -111.2053643 33.7530411))"
,80,452379491,reservoir,,5.371344999943024e-08,POINT (-111.1298998 33.6964995),"POLYGON ((-111.129923 33.6966365, -111.1300362 33.6965776, -111.130015 33.6964304, -111.1298876 33.6963597, -111.1297885 33.6964009, -111.1297602 33.6965246, -111.1298309 33.6966012, -111.129923 33.6966365))"
,81,452379492,reservoir,,1.440671399983795e-07,POINT (-111.1469658 33.7037872),"POLYGON ((-111.1469908 33.7040268, -111.1471732 33.7038751, -111.1471517 33.7036609, -111.147023 33.7035538, -111.1468191 33.7036073, -111.1467655 33.7037323, -111.1467977 33.7039644, -111.1469908 33.7040268))"
,82,452379493,reservoir,,1.091550815000547e-06,POINT (-111.1602938 33.7105382),"POLYGON ((-111.1607397 33.7111961, -111.1609221 33.7114996, -111.1610401 33.7114996, -111.1610616 33.7113657, -111.1609972 33.7111158, -111.160847 33.7108481, -111.1607719 33.710616, -111.1605251 33.7103215, -111.1605359 33.7101073, -111.1606002 33.7098485, -111.1604393 33.7098396, -111.1601496 33.7099377, -111.159817 33.7100537, -111.1595595 33.7101965, -111.1594415 33.710375, -111.1595488 33.7105714, -111.1599565 33.7106785, -111.1602462 33.710857, -111.1604607 33.7110355, -111.1607397 33.7111961))"
